Store,MonthStartDate,MonthlySales,OpenDays,PromoDays,SchoolHolidayDays,WeekendDays,MonthStartDays,MonthEndDays,StateHolidayDays,Year,Month,Quarter,StoreType,Assortment,CompetitionDistance,CompetitionOpenKnown,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,TimeIndex,sales_lag_1,sales_lag_2,sales_lag_3,sales_lag_12,rolling_mean_3,rolling_std_3,rolling_mean_6,rolling_std_6,EMA_3,EMA_6,days_since_last_promo
1,2014-11-01,130852,25,15,0,5,1,0,0,2014,11,4,c,a,1270.0,1,9.0,2008.0,0,0.0,0.0,none,23,114897.0,106398.0,111004.0,127596.0,110766.33333333333,4254.481676224835,113420.5,6173.0895587218365,112615.00515937805,113483.83410938815,0.0
1,2014-12-01,161026,25,10,7,4,1,1,0,2014,12,4,c,a,1270.0,1,9.0,2008.0,0,0.0,0.0,none,24,130852.0,114897.0,106398.0,145168.0,117382.33333333333,12414.998603839347,115610.0,9457.12613852646,121733.50257968903,118446.16722099153,0.0
1,2015-01-01,119602,26,15,7,5,0,1,0,2015,1,1,c,a,1270.0,1,9.0,2008.0,0,0.0,0.0,none,25,161026.0,130852.0,114897.0,118814.0,135591.66666666666,23426.89672861801,124463.5,19900.37904915381,141379.7512898445,130611.83372927966,0.0
1,2015-02-01,106635,24,10,0,4,0,1,0,2015,2,1,c,a,1270.0,1,9.0,2008.0,0,0.0,0.0,none,26,119602.0,161026.0,130852.0,110434.0,137160.0,21420.319605458735,123963.16666666667,19993.998463705713,130490.87564492226,127466.16694948547,0.0
1,2015-03-01,118917,26,12,2,4,0,1,0,2015,3,1,c,a,1270.0,1,9.0,2008.0,0,0.0,0.0,none,27,106635.0,119602.0,161026.0,116467.0,129087.66666666667,28409.12924278626,123235.0,20629.803062559757,118562.93782246113,121514.40496391819,0.0
1,2015-04-01,110655,24,11,7,4,1,1,0,2015,4,2,c,a,1270.0,1,9.0,2008.0,0,0.0,0.0,none,28,118917.0,106635.0,119602.0,115292.0,115051.33333333333,7296.801102766435,125321.5,19167.59522475367,118739.96891123056,120772.28925994156,0.0
1,2015-05-01,105220,23,10,0,5,0,0,0,2015,5,2,c,a,1270.0,1,9.0,2008.0,0,0.0,0.0,none,29,110655.0,118917.0,106635.0,117715.0,112069.0,6261.902905666943,124614.5,19699.850057805004,114697.48445561528,117881.63518567255,0.0
1,2015-06-01,110011,25,11,0,4,1,1,0,2015,6,2,c,a,1270.0,1,9.0,2008.0,0,0.0,0.0,none,30,105220.0,110655.0,118917.0,107905.0,111597.33333333333,6896.951959621976,120342.5,20823.836253197922,109958.74222780764,114264.02513262325,0.0
1,2015-07-01,121266,27,13,5,4,1,1,0,2015,7,3,c,a,1270.0,1,9.0,2008.0,0,0.0,0.0,none,31,110011.0,105220.0,110655.0,122604.0,108628.66666666667,2969.5016978162157,111840.0,6099.155089026732,109984.87111390382,113048.8750947309,0.0
2,2014-01-01,122249,26,10,2,4,0,1,0,2014,1,1,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",13,150214.0,128628.0,120362.0,115171.0,133068.0,15413.327869087843,130371.0,12018.550594809627,137657.01097059494,131321.69472062818,0.0
2,2014-02-01,114449,24,10,5,4,1,1,0,2014,2,1,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",14,122249.0,150214.0,128628.0,111114.0,133697.0,14655.421420075234,127616.16666666667,11592.949467959645,129953.00548529747,128729.49622902012,0.0
2,2014-03-01,125031,26,11,0,5,1,1,0,2014,3,1,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",15,114449.0,122249.0,150214.0,130525.0,128970.66666666667,18806.100295737375,125830.5,12807.864814245948,122201.00274264874,124649.3544493001,0.0
2,2014-04-01,122853,24,11,7,4,1,1,0,2014,4,2,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",16,125031.0,114449.0,122249.0,116878.0,120576.33333333333,5485.712472717967,126822.16666666667,12404.757465048073,123616.00137132437,124758.39603521435,0.0
2,2014-05-01,118629,25,11,2,5,0,1,0,2014,5,2,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",17,122853.0,125031.0,114449.0,116379.0,120777.66666666667,5587.927821056161,127237.33333333333,12185.043203315525,123234.50068566218,124213.99716801025,0.0
2,2014-06-01,122758,24,11,0,4,0,1,0,2014,6,2,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",18,118629.0,122853.0,125031.0,115871.0,122171.0,3255.033640379174,125570.83333333333,12632.359279511726,120931.75034283109,122618.28369143589,0.0
2,2014-07-01,132209,27,13,9,4,1,1,0,2014,7,3,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",19,122758.0,118629.0,122853.0,138778.0,121413.33333333333,2411.7712025259434,120994.83333333333,3817.59654320181,121844.87517141554,122658.20263673991,0.0
2,2014-08-01,120952,26,11,21,5,1,0,0,2014,8,3,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",20,132209.0,122758.0,118629.0,125163.0,124532.0,6961.638241103892,122654.83333333333,6008.680667722845,127026.93758570777,125387.00188338564,0.0
2,2014-09-01,128828,26,12,0,4,1,1,0,2014,9,3,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",21,120952.0,132209.0,122758.0,119081.0,125306.33333333333,6045.702137331396,123738.66666666667,4669.839169250496,123989.46879285388,124119.8584881326,0.0
2,2014-10-01,121397,26,13,10,4,1,0,1,2014,10,4,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",22,128828.0,120952.0,132209.0,120362.0,127329.66666666667,5776.137492592557,124371.5,5115.961483435879,126408.73439642694,125465.04177723757,0.0
2,2014-11-01,132657,25,15,0,5,1,0,0,2014,11,4,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",23,121397.0,128828.0,120952.0,128628.0,123725.66666666667,4424.3485772860895,124128.83333333333,5235.528527920188,123902.86719821347,124302.74412659826,0.0
2,2014-12-01,154420,25,10,6,4,1,1,0,2014,12,4,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",24,132657.0,121397.0,128828.0,150214.0,127627.33333333333,5725.216182235694,126466.83333333333,5417.338660880075,128279.93359910673,126689.67437614161,0.0
2,2015-01-01,127498,26,15,1,5,0,1,0,2015,1,1,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",25,154420.0,132657.0,121397.0,122249.0,136158.0,16787.566321536906,131743.83333333334,12225.232094592944,141349.96679955337,134612.6245543869,0.0
2,2015-02-01,114078,24,10,5,4,0,1,0,2015,2,1,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",26,127498.0,154420.0,132657.0,114449.0,138191.66666666666,14288.909067291785,130958.66666666667,12340.123981008679,134423.98339977668,132579.8746817049,0.0
2,2015-03-01,134574,26,12,2,4,0,1,0,2015,3,1,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",27,114078.0,127498.0,154420.0,125031.0,131998.66666666666,20544.12912082995,129813.0,13699.208123099628,124250.99169988834,127293.62477264638,0.0
2,2015-04-01,121012,24,11,6,4,1,1,0,2015,4,2,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",28,134574.0,114078.0,127498.0,122853.0,125383.33333333333,10410.348953485325,130770.66666666667,13816.91470143264,129412.49584994417,129373.73198046169,0.0
2,2015-05-01,115535,23,10,1,5,0,0,0,2015,5,2,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",29,121012.0,134574.0,114078.0,118629.0,123221.33333333333,10425.083660735438,130706.5,13869.945230605592,125212.2479249721,126984.66570032976,0.0
2,2015-06-01,132800,26,12,0,4,1,1,0,2015,6,2,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",30,115535.0,121012.0,134574.0,122758.0,123707.0,9801.436068250392,127852.83333333333,15095.60455783953,120373.62396248605,123713.33264309268,0.0
2,2015-07-01,133765,27,13,15,4,1,1,0,2015,7,3,a,a,570.0,1,11.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",31,132800.0,115535.0,121012.0,132209.0,123115.66666666667,8822.647920739726,124249.5,8719.431535369673,126586.81198124302,126309.52331649477,0.0
3,2014-01-01,174027,26,10,4,4,0,1,0,2014,1,1,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",13,214367.0,169580.0,168277.0,165653.0,184074.66666666666,26242.018716808612,183373.66666666666,21629.825876938157,192288.72434228286,183701.27718169696,0.0
3,2014-02-01,157254,24,10,0,4,1,1,0,2014,2,1,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",14,174027.0,214367.0,169580.0,160167.0,185991.33333333334,24674.43608946988,177973.83333333334,18548.57268273393,183157.86217114143,180937.19798692642,0.0
3,2014-03-01,174463,26,11,0,5,1,1,0,2014,3,1,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",15,157254.0,174027.0,214367.0,189179.0,181882.66666666666,29355.70330163005,174465.83333333334,20374.568259638367,170205.93108557072,174170.56999066172,0.0
3,2014-04-01,162843,24,11,8,4,1,1,0,2014,4,2,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",16,174463.0,157254.0,174027.0,172188.0,168581.33333333334,9812.180406684996,176328.0,19646.424244630285,172334.46554278536,174254.12142190122,0.0
3,2014-05-01,163497,25,11,0,5,0,1,0,2014,5,2,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",17,162843.0,174463.0,157254.0,170374.0,164853.33333333334,8778.866688436097,175422.33333333334,20208.983939492435,167588.73277139268,170993.80101564372,0.0
3,2014-06-01,171301,23,10,1,4,0,1,0,2014,6,2,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",18,163497.0,162843.0,174463.0,170462.0,166934.33333333334,6528.21149575693,174408.5,20707.142378899036,165542.86638569634,168851.85786831696,0.0
3,2014-07-01,181131,27,13,19,4,1,1,0,2014,7,3,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",19,171301.0,163497.0,162843.0,206426.0,165880.33333333334,4705.810167583576,167230.83333333334,7039.746711825791,168421.93319284817,169551.61276308354,0.0
3,2014-08-01,162649,26,11,13,5,1,0,0,2014,8,3,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",20,181131.0,171301.0,163497.0,178302.0,171976.33333333334,8836.376255758514,168414.83333333334,8790.970194845513,174776.46659642408,172860.00911648825,0.0
3,2014-09-01,173615,26,12,0,4,1,1,0,2014,9,3,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",21,162649.0,181131.0,171301.0,163290.0,171693.66666666666,9247.254799849128,169314.0,7618.863616051647,168712.73329821206,169942.57794034877,0.0
3,2014-10-01,162365,26,12,10,4,1,1,0,2014,10,4,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",22,173615.0,162649.0,181131.0,168277.0,172465.0,9294.51214427091,169172.66666666666,7511.350921549481,171163.86664910603,170991.8413859634,0.0
3,2014-11-01,178244,24,15,0,4,0,0,0,2014,11,4,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",23,162365.0,173615.0,162649.0,169580.0,166209.66666666666,6414.778665966015,169093.0,7593.991414269282,166764.433324553,168527.02956140245,0.0
3,2014-12-01,211560,25,10,6,4,1,1,0,2014,12,4,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",24,178244.0,162365.0,173615.0,214367.0,171408.0,8166.320897442092,171550.83333333334,7804.14562695127,172504.2166622765,171303.30682957318,0.0
3,2015-01-01,167795,26,15,3,5,0,1,0,2015,1,1,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",25,211560.0,178244.0,162365.0,174027.0,184056.33333333334,25107.258319723653,178260.66666666666,18083.49117473349,192032.10833113827,182805.21916398083,0.0
3,2015-02-01,153537,24,10,0,4,0,1,0,2015,2,1,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",26,167795.0,211560.0,178244.0,157254.0,185866.33333333334,22856.482238816465,176038.0,18475.460199951634,179913.55416556913,178516.58511712914,0.0
3,2015-03-01,176835,26,12,2,4,0,1,0,2015,3,1,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",27,153537.0,167795.0,211560.0,174463.0,177630.66666666666,30236.11063502269,174519.33333333334,20099.277287172874,166725.27708278457,171379.56079794938,0.0
3,2015-04-01,171183,24,11,6,4,1,1,0,2015,4,2,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",28,176835.0,153537.0,167795.0,162843.0,166055.66666666666,11745.984902652144,175056.0,20113.284982816625,171780.13854139228,172938.25771282098,0.0
3,2015-05-01,164244,23,10,1,5,0,0,0,2015,5,2,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",29,171183.0,176835.0,153537.0,163497.0,167185.0,12152.662424341375,176525.66666666666,19306.47710657394,171481.56927069614,172436.75550915784,0.0
3,2015-06-01,189918,25,11,2,4,1,1,0,2015,6,2,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",30,164244.0,171183.0,176835.0,171301.0,170754.0,6306.453123586885,174192.33333333334,19894.322262059173,167862.78463534807,170095.96822082702,0.0
3,2015-07-01,183535,27,13,23,4,1,1,0,2015,7,3,a,a,14130.0,1,12.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",31,189918.0,164244.0,171183.0,181131.0,175115.0,13280.965213417237,170585.33333333334,12262.232075224407,178890.39231767404,175759.4058720193,0.0
4,2014-01-01,234810,26,10,2,4,0,1,0,2014,1,1,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,13,284725.0,238938.0,224903.0,234713.0,249522.0,31283.920997854468,239079.16666666666,23610.21032872591,258611.43278714817,245965.89323018806,0.0
4,2014-02-01,224948,24,10,5,4,1,1,0,2014,2,1,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,14,234810.0,284725.0,238938.0,230473.0,252824.33333333334,27703.781264176436,240198.16666666666,23139.978508345157,246710.71639357408,242778.49516442005,0.0
4,2014-03-01,237913,26,11,0,5,1,1,0,2014,3,1,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,15,224948.0,234810.0,284725.0,255514.0,248161.0,32046.986332571112,237979.0,23985.693802765196,235829.35819678704,237684.06797458575,0.0
4,2014-04-01,231535,24,11,8,4,1,1,0,2014,4,2,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,16,237913.0,224948.0,234810.0,226981.0,232557.0,6769.77200502349,241039.5,22274.397363340922,236871.17909839354,237749.4771247041,0.0
4,2014-05-01,239720,25,11,2,5,0,1,0,2014,5,2,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,17,231535.0,237913.0,224948.0,235284.0,231465.33333333334,6482.780756229004,242144.83333333334,21463.281234859587,234203.08954919677,235973.91223193152,0.0
4,2014-06-01,235443,24,11,0,4,0,1,0,2014,6,2,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,18,239720.0,231535.0,237913.0,235227.0,236389.33333333334,4299.96817817679,242275.16666666666,21442.27750418961,236961.54477459838,237044.2230228082,0.0
4,2014-07-01,261228,27,13,17,4,1,1,0,2014,7,3,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,19,235443.0,239720.0,231535.0,228096.0,235566.0,4093.8860511743246,234061.5,5268.02721139601,236202.2723872992,236586.7307305773,0.0
4,2014-08-01,258473,26,11,16,5,1,0,0,2014,8,3,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,20,261228.0,235443.0,239720.0,238263.0,245463.66666666666,13818.78563164409,238464.5,12328.021491707777,248715.1361936496,243627.0933789838,0.0
4,2014-09-01,244563,26,12,0,4,1,1,0,2014,9,3,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,21,258473.0,261228.0,235443.0,219550.0,251714.66666666666,14158.843820500784,244052.0,12571.586471086652,253594.0680968248,247868.78098498844,0.0
4,2014-10-01,245877,26,12,10,4,1,1,0,2014,10,4,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,22,244563.0,258473.0,261228.0,224903.0,254754.66666666666,8933.08783866661,245160.33333333334,12210.0558175086,249078.5340484124,246924.2721321346,0.0
4,2014-11-01,261404,25,15,0,5,1,0,0,2014,11,4,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,23,245877.0,244563.0,258473.0,238938.0,249637.66666666666,7679.777687754588,247550.66666666666,10256.793430047996,247477.7670242062,246625.05152295326,0.0
4,2014-12-01,296075,25,10,6,4,1,1,0,2014,12,4,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,24,261404.0,245877.0,244563.0,284725.0,250614.66666666666,9366.906337384464,251164.66666666666,10753.962854068079,254440.88351210312,250847.60823068093,0.0
4,2015-01-01,246786,26,15,1,5,0,1,0,2015,1,1,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,25,296075.0,261404.0,245877.0,234810.0,267785.3333333333,25700.21132857342,261270.0,18629.542409839556,275257.94175605156,263769.7201647721,0.0
4,2015-02-01,228867,24,10,5,4,0,1,0,2015,2,1,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,26,246786.0,296075.0,261404.0,224948.0,268088.3333333333,25315.2447022211,258863.0,19546.466944182273,261021.97087802578,258917.22868912295,0.0
4,2015-03-01,249584,26,12,2,4,0,1,0,2015,3,1,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,27,228867.0,246786.0,296075.0,237913.0,257242.66666666666,34802.80483428503,253928.66666666666,23081.784564168265,244944.48543901287,250331.44906365924,0.0
4,2015-04-01,248088,24,11,6,4,1,1,0,2015,4,2,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,28,249584.0,228867.0,246786.0,231535.0,241745.66666666666,11240.651330476057,254765.5,22763.139368285956,247264.24271950644,250117.89218832803,0.0
4,2015-05-01,232948,23,10,2,5,0,0,0,2015,5,2,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,29,248088.0,249584.0,228867.0,239720.0,242179.66666666666,11553.346888816814,255134.0,22607.836650153193,247676.12135975322,249537.92299166287,0.0
4,2015-06-01,248643,26,12,0,4,1,1,0,2015,6,2,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,30,232948.0,248088.0,249584.0,235443.0,243540.0,9203.388071791818,250391.33333333334,23972.983808167817,240312.0606798766,244797.9449940449,0.0
4,2015-07-01,276935,27,13,12,4,1,1,0,2015,7,3,c,c,620.0,1,9.0,2009.0,0,0.0,0.0,none,31,248643.0,232948.0,248088.0,261228.0,243226.33333333334,8905.622287820948,242486.0,9106.187588667899,244477.5303399383,245896.5321386035,0.0
5,2014-01-01,112339,26,10,2,4,0,1,0,2014,1,1,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,13,147516.0,119567.0,115805.0,109442.0,127629.33333333333,17324.774005260024,128514.5,17239.596152462516,133025.3998450122,128873.39732118975,0.0
5,2014-02-01,107503,24,10,10,4,1,1,0,2014,2,1,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,14,112339.0,147516.0,119567.0,101126.0,126474.0,18577.817928917277,121922.33333333333,13714.355277105326,122682.1999225061,124149.28380084982,0.0
5,2014-03-01,109579,26,11,0,5,1,1,0,2014,3,1,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,15,107503.0,112339.0,147516.0,116860.0,122452.66666666667,21839.75119669026,118844.66666666667,14663.745587900336,115092.59996125306,119393.20271489273,0.0
5,2014-04-01,114394,24,11,4,4,1,1,0,2014,4,2,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,16,109579.0,107503.0,112339.0,106141.0,109807.0,2426.048639248677,118718.16666666667,14754.79827604114,112335.79998062653,116589.14479635195,0.0
5,2014-05-01,112680,25,11,1,5,0,1,0,2014,5,2,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,17,114394.0,109579.0,107503.0,110292.0,110492.0,3535.0596883221588,118483.0,14821.608671126083,113364.89999031326,115961.96056882282,0.0
5,2014-06-01,112854,24,11,0,4,0,1,1,2014,6,2,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,18,112680.0,114394.0,109579.0,105280.0,112217.66666666667,2440.5676252326402,117335.16666666667,14986.627658238078,113022.44999515664,115024.25754915916,0.0
5,2014-07-01,122489,27,13,9,4,1,1,0,2014,7,3,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,19,112854.0,112680.0,114394.0,151892.0,113309.33333333333,943.3691394855347,111558.16666666667,2527.8774825268247,112938.22499757832,114404.18396368511,0.0
5,2014-08-01,110536,26,11,21,5,1,0,0,2014,8,3,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,20,122489.0,112854.0,112680.0,125969.0,116007.66666666667,5613.673515028609,113249.83333333333,5170.18032245165,117713.61249878915,116714.13140263222,0.0
5,2014-09-01,118728,26,12,0,4,1,1,0,2014,9,3,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,21,110536.0,122489.0,112854.0,110338.0,115293.0,6338.776932500488,113755.33333333333,4614.3133689278475,114124.80624939458,114948.95100188017,0.0
5,2014-10-01,113204,25,12,9,4,1,0,0,2014,10,4,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,22,118728.0,110536.0,122489.0,115805.0,117251.0,6111.849065544756,115280.16666666667,4467.536073348076,116426.40312469729,116028.67928705725,0.0
5,2014-11-01,123304,24,15,0,5,1,0,0,2014,11,4,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,23,113204.0,118728.0,110536.0,119567.0,114156.0,4178.15078713063,115081.83333333333,4540.562802854545,114815.20156234864,115221.62806218375,0.0
5,2014-12-01,148855,25,10,6,4,1,1,0,2014,12,4,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,24,123304.0,113204.0,118728.0,147516.0,118412.0,5057.409613626358,116852.5,5405.686108164238,119059.60078117432,117530.8771872741,0.0
5,2015-01-01,119043,26,15,1,5,0,1,0,2015,1,1,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,25,148855.0,123304.0,113204.0,112339.0,128454.33333333333,18375.061913727903,122852.66666666667,13698.665740380231,133957.30039058716,126480.62656233864,0.0
5,2015-02-01,105065,24,10,10,4,0,1,0,2015,2,1,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,26,119043.0,148855.0,123304.0,107503.0,130400.66666666667,16123.301285200057,122278.33333333333,13788.904012526413,126500.15019529358,124355.59040167046,0.0
5,2015-03-01,121681,26,12,0,4,0,1,0,2015,3,1,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,27,105065.0,119043.0,148855.0,109579.0,124321.0,22367.029038296536,121366.5,14859.994491923619,115782.5750976468,118843.99314405033,0.0
5,2015-04-01,113909,24,11,5,4,1,1,0,2015,4,2,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,28,121681.0,105065.0,119043.0,114394.0,115263.0,8929.678829610866,121858.66666666667,14803.925434379456,118731.7875488234,119654.56653146452,0.0
5,2015-05-01,108196,23,10,1,5,0,0,0,2015,5,2,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,29,113909.0,121681.0,105065.0,112680.0,113551.66666666667,8313.761443133535,121976.16666666667,14724.076533578158,116320.3937744117,118012.97609390323,0.0
5,2015-06-01,124041,26,12,0,4,1,1,1,2015,6,2,a,a,29910.0,1,4.0,2015.0,0,0.0,0.0,none,30,108196.0,113909.0,121681.0,112854.0,114595.33333333333,6768.648043245693,119458.16666666667,15710.379096847622,112258.19688720585,115208.12578135944,0.0
